mfName,MFType,score_raw,age_months,cost_of_uniqueness,crowding_score,flow_vol_ann_36m_std,flows_ann_36m_avg,ret_3m,ret_6m,value_added,vol_ret_36m,score_0_100,rank
Mandiri Investa Dana Utama Kelas A,PT,-0.2566397563125662,221,2.518191234769281,0.0072239290321205,0.0034436633816433,-0.0420252091061563,0.0163846563200003,0.046144831837702,0.4180108050077626,0.0062230211363526,14.6,97
Bahana Obligasi Ganesha Kelas D,PT,-0.2598311276324777,61,2.078890755752436,0.0379484855248595,0.0020887186150119,-0.0450675424874304,0.0162741351279998,0.0471608136804273,0.8683539914273083,0.0046370788218446,14.5,98
Insight Government Fund,PT,-0.2700153285632962,113,3.156756070766891,0.049657327729098,0.0140421568676505,-0.0088604255479571,0.0383232497119998,0.0522476287664959,-0.8494419251706082,0.0103222029148759,14.3,99
BNP Paribas Obligasi Kejora,PT,-0.2923779609776755,54,2.231315524023243,0.1036677787308905,0.0080793890235058,-0.0051780042656442,0.0272307429603739,0.055746465573427,-1.626418408189473,0.0115593514647541,13.8,100
BNI AM Dana Pendapatan Tetap Makara Investasi,PT,-0.2942486327749868,109,1.630273088283027,0.0799087522325649,0.0058833750285822,-0.0461118176871319,0.0183080081039999,0.0513440661247852,0.94220163250724,0.0047174338935148,13.8,101
Bahana Obligasi Ganesha Kelas I,PT,-0.3005658978346258,38,2.078890755752436,0.0379484855248595,0.0045290165521168,-0.0050587641209739,0.019713907736,0.0398021643294503,-1.951940567845126,0.0048638547932684,13.6,102
Tram Strategic Plus Kelas A,PT,-0.3008731861203409,171,3.558465846297185,0.1569400608069079,0.0052935023058423,-0.0036783242618802,0.0214772042367443,0.0560238675404496,0.9085251249776812,0.010206518404066,13.6,103
Avrist Ada Obligasi Berlian,PT,-0.3046365995325663,72,2.065502755025753,0.0317127415426453,0.0225990289358516,-0.0350499869885252,0.0295727321600001,0.0542104591192256,-0.3236642523636806,0.0106314858641006,13.6,104
Ashmore Dana Obligasi Nusantara Kelas A,PT,-0.317370300014391,152,1.709339798734061,0.122468217781566,0.0353402554121753,-0.0673618506441516,0.0436920464600001,0.0716387796496502,2.146912891697691,0.0135051124946097,13.3,105
Eastspring Investments Yield Discovery Kelas A,PT,-0.3218052392474942,151,2.158712079716881,0.0735216526595321,0.0087154179749352,-0.0326559077171279,0.0200047223450003,0.0511157865023823,-0.2307375240109269,0.0068614236803038,13.2,106
Trimegah Fixed Income Plan,PT,-0.3251697797517029,78,3.111540384184588,0.0358473201092063,0.0162985410551377,-0.0413326672642272,0.0200240859159999,0.0445943678990505,1.413750184542986,0.0025839231277572,13.1,107
Insight Scholarship Fund,PT,-0.330134899574924,145,1.141233443937447,0.036130595503041,0.0048951213656839,-0.0053577128862086,0.0245934020239999,0.0303761830783897,-1.405356439905393,0.0071361203945641,13.0,108
Avrist Dana Obligasi Sejahtera,PT,-0.3322878913722591,91,1.972598694260643,-0.0138909682030523,0.0068127889131278,-0.055777921464754,0.0165807913030002,0.0436522733648401,0.6594821147205134,0.005036615616961,12.9,109
Avrist Sukuk Income Fund,PT,-0.3334164654023457,111,2.080727935219557,0.0387979292501973,0.0113489657180355,-0.0159260827557704,0.0330842612419999,0.0471931987442866,-2.344992769183272,0.0061937119931401,12.9,110
Bahana Mes Syariah Fund Kelas G,PT,-0.3338530265912173,109,4.148630136073125,0.0358263164461826,0.004746749580115,-0.0036278978464977,0.0238266492672043,0.0508193769777551,-0.6492292789988707,0.0067328454030542,12.9,111
Simas Pendapatan Optima,PT,-0.339909837016474,38,3.971022641839145,-0.0072972029561218,0.0027036951096206,-0.0526560673301079,0.0189152403380001,0.0459461385799433,1.158418538238098,0.0017242714725677,12.8,112
Eastspring Investments IDR High Grade Kelas A,PT,-0.3443625438442435,156,2.398172899811365,0.1660317735400497,0.0095168209173364,-0.0243337365442363,0.0237645148159999,0.0593770578306971,0.5101771661906433,0.0100749543133392,12.7,113
Sucorinvest Monthly Income Fund,PT,-0.3483391370873047,49,2.005795480034227,0.0028893673816275,0.0037840422620467,-0.0463869598566611,0.0168936423800001,0.0348951368403358,1.652293028747756,0.0035566738072851,12.6,114
Maybank Dana Pasti 2,PT,-0.3831097833209191,213,1.632597994928731,0.081219011257281,0.0101897959795577,-0.0360788678929512,0.017293503884,0.0396282936325231,0.2707327192615331,0.0045159289314919,11.8,115
Schroder Dana Andalan II,PT,-0.3862835919367464,207,1.246067598738768,-0.0031558490608473,0.0021665116981447,-0.0348090399150439,0.0126526325759999,0.0289410578170645,-0.8247868305241658,0.0020751974470985,11.8,116
Batavia Dana Obligasi Ultima,PT,-0.3976631386087382,228,2.134992755118564,0.0632286712893631,0.0030564218893009,-0.0354278055033498,0.0168868774999999,0.0431369882856644,-0.1057037230995105,0.0066457909140309,11.5,117
Manulife Obligasi Unggulan Kelas A,PT,-0.4037155851261452,268,2.000730610693923,0.0003651719476966,0.0103362752021844,-0.0613798448295042,0.0167849188640001,0.0432394238991638,1.047244585026759,0.0071437546261563,11.4,118
Panin Dana Pendapatan Berkala,PT,-0.4232392205847907,118,2.208968887708546,0.0946001950825654,0.0054916258605815,-0.0614861307113544,0.0247923160640002,0.0561497459499871,0.690675205348277,0.0066939821351268,11.0,119
Bahana Pendapatan Tetap Abadi 2,PT,-0.4413384322568868,264,2.330582991244915,0.1418456208110954,0.0184282551768071,-0.053571830363178,0.0213330136679998,0.0564412220320726,4.180454921530306,0.0115854708545071,10.6,120
PNM Dana Surat Berharga Negara,PT,-0.4753628588527298,116,3.350565006272143,0.1046286240129342,0.0280772377268839,-0.0546543092103291,0.022440411392,0.061029921785864,3.213226963101292,0.0126090782768946,9.8,121
Bahana Apex Fixed Income Fund,PT,-0.4840151241498142,51,4.730888952403303,0.1544929419727786,0.0062521234060704,-0.0044522662205903,0.0282821517891429,0.0564968690459075,-2.065997501145173,0.0134005653292261,9.6,122
Ashmore Dana Obligasi Unggulan Nusantara Kelas A,PT,-0.5495933495226138,97,1.609575995048057,0.0680775529612602,0.0086904494620246,-0.0417013454015659,0.01483743004,0.0371758082858058,-0.3500731555737897,0.0069439570622621,8.2,123
Sequis Pendapatan Mantap,PT,-0.5572432317979858,85,5.463849291051576,0.08489423231553,0.0007377217529526,-0.0005930637076909,0.008672889834818,0.0392836001568497,0.3767454344623862,0.0047298308070682,8.0,124
Avrist Prime Income Fund,PT,-0.586796762502109,133,2.061961769246833,0.0300499117738084,0.0068716714014941,-0.0117913755449687,0.0125322691639999,0.0245162785252444,-2.216040223747263,0.0055662454242528,7.4,125
BRI Melati Pendapatan Tetap Utama,PT,-0.5900727377716646,101,1.032739196194834,0.0317013204451447,0.0023731638063614,0.0014238406327123,0.0045170982161972,0.0166367804560971,-4.51583708644324,0.0047120708365063,7.3,126
BRI Melati Obligasi Negara Indonesia,PT,-0.5947100787880976,99,1.04921850064485,0.046909676692319,0.0013184104683785,0.0008027551848684,0.0067450405880671,0.0284304385968956,-3.446385773497069,0.0092112046835913,7.2,127
