feature,weight
value_added,0.2858152222222222
flows_ann_36m_avg,0.15288722222222223
ret_6m,0.13703622222222223
crowding_score,0.10793822222222221
cost_of_uniqueness,0.08926622222222222
ret_3m,0.08655422222222223
vol_ret_36m,0.06614422222222222
flow_vol_ann_36m_std,0.04033822222222222
age_months,0.034021222222222224
