mfName,MFType,age_months,cost_of_uniqueness,crowding_score,flow_vol_ann_36m_std,flows_ann_36m_avg,ret_3m,ret_6m,value_added,vol_ret_36m
MNC Dana Likuid,PT,229,2.989497898451637,-0.003512998471683928,0.003143271176378515,-0.002100532940441601,0.02017111005085392,0.04051632816804851,3.760955533107616,0.002166698499399856
Mandiri Obligasi Utama 2,PT,110,2.038489732659098,0.01888149449194938,0.008199270296309074,-0.005432225463057468,0.0366139860852428,0.0739547882981253,-3.136937232275164,0.01153059298259022
Simas Syariah Pendapatan Tetap,PT,102,1.976908121650359,-0.01168080503931761,0.002315550661907357,-0.001452520448172193,0.02080077297965333,0.04112483906493813,0.9909608226262141,0.001629134500717657
Eastspring IDR Fixed Income Fund Kelas A,PT,129,2.312552442701342,0.1351547480308132,0.007615348222503421,-0.005081310490580367,0.03365057422902562,0.07012153888430905,1.653051210332642,0.01064683504186714
MNC Dana Syariah,PT,256,3.006584843053732,0.002190140440887666,0.003656116397019796,-0.002365428059186045,0.02127823642687088,0.03907101675261959,3.744710945296755,0.002432252805756653
Pinnacle Indonesia Bond Fund,PT,109,2.23748876182267,0.1061407618553626,0.005951001636834513,-0.004210476721503243,0.0259640070705538,0.0671729301998405,0.9130318256761614,0.009673669548815616
Bahana Income Stream,PT,127,4.058189058101493,0.01433867601247619,0.02504792248046507,-0.04891430326144913,0.03601158943799998,0.07660718776585829,1.380470880771686,0.01044441067201565
BNI-AM Dana Pendapatan Tetap Syariah Ardhani,PT,112,2.590061555576341,0.03477197496810092,0.01822329398211833,-0.01771079968939757,0.04183989728000026,0.06873199174988343,0.02781496417339139,0.007922437802377476
Batavia Obligasi Negara Indonesia,PT,98,2.385584055204793,0.1616308821160747,0.009105565840203524,-0.006008376176607188,0.03879289147695997,0.07099655142126715,1.741232407317577,0.01168517595886697
Mandiri Obligasi Utama 3,PT,53,5.096464969340667,0.01892781956139837,0.006804045135239153,-0.004376298797022839,0.03020194431181933,0.0633058115713292,1.230825570174799,0.006522809461104396
Trimegah Dana Tetap Syariah Kelas A,PT,72,3.081976764309098,0.02659876130749319,0.001590680532476311,-0.001255279383394609,0.0174785749362556,0.04337022483241348,2.893026631908137,0.004154204338464141
Bahana Provident Fund,PT,149,2.952077824088398,-0.01623337146485997,0.002335178930747413,-0.001481451546481512,0.01819887283605626,0.04174490988838597,1.210167920002614,0.003359126678832527
Prospera Obligasi,PT,248,2.003598797468434,0.001796166714105036,0.001785551031581316,-0.001130346474261907,0.01629296690647686,0.04075293659590074,0.268314511562282,0.003215667750645219
Panin Dana Pendapatan Utama,PT,73,2.21717809097685,0.09795247926212616,0.003984225136399766,-0.002564159629388824,0.02337815085534345,0.05407969842864158,1.066174118145564,0.004824192998389916
Mega Dana Pendapatan Tetap,PT,152,4.935232031253057,-0.0131235914211916,0.001919796742649849,-0.001251112363278848,0.01932601529278632,0.04465937813044718,5.113610844872806,0.00527452426102665
Trim Dana Tetap 2 Kelas A,PT,212,3.252601558830466,0.0776613902015389,0.002989125667894916,-0.001849579177965486,0.02187010437875414,0.04615397543115196,2.73092755148693,0.002628473408110277
PNM Dana Surat Berharga Negara II Kelas A,PT,114,2.841617081961346,0.1202192526677641,0.00492593348460094,-0.003462941838669076,0.02392809148004371,0.06045005124553882,1.424330505427138,0.009778329557532528
Bahana Obligasi Kehati Lestari Kelas G,PT,226,3.302206017079361,0.09151640313061002,0.004491111794165035,-0.003301856418707153,0.02505312282291605,0.06193115328242738,1.410794153185246,0.01209485579498934
Bahana Obligasi Ganesha Kelas G,PT,261,2.078890755752436,0.03794848552485951,0.004390902862431323,-0.004809080757053671,0.01627364404999998,0.03711196720939491,2.05079942550306,0.004364141817036466
Mandiri Obligasi Optima,PT,120,2.03930125065114,0.01927192004545236,0.002133489941146671,-0.001656703485029816,0.01520358646497755,0.03872944283139068,1.313271314300531,0.005346999614603636
Sucorinvest Stable Fund,PT,69,1.482842146926867,-0.01157092351919743,0.002995501519115365,-0.001866047710904686,0.01829429341221567,0.03547627211042426,-0.7854588429706734,0.002461062402542112
Syailendra Fixed Income Fund Kelas A,PT,169,2.327452588053622,0.1406914107442509,0.004261573336498721,-0.003016511771673554,0.02090856183429057,0.05770380582792578,2.400868386466343,0.01007068842589366
Syailendra Pendapatan Tetap Premium,PT,105,3.559700834838572,0.01677130680597753,0.003505201328450308,-0.002109065051107075,0.0242531325956854,0.04661802266034321,1.126632015239889,0.005336756778335614
Pendapatan Tetap Utama Kelas S,PT,249,2.974783316655524,-0.008476813488663148,0.01738629177963524,-0.05269845232600928,0.02468974238400024,0.05488994868894537,3.590268805087276,0.004786498869588441
Sequis Bond Optima,PT,111,2.351157472156908,0.1493551479709109,0.006316187430978531,-0.004125903301061539,0.02756313891869544,0.0626953857361352,0.02700817983743282,0.01004430099344028
Manulife Obligasi Unggulan Kelas I1,PT,74,1.500547958020442,0.0003651719476966401,0.02758473211993754,-0.02973344607264201,0.01809978746399987,0.04614279997551729,1.007695564683552,0.007154578953369653
BNI-AM Quality Long Duration Fund,PT,114,2.675292429765483,0.06552271737293744,0.01238739441424463,-0.009083412888318227,0.03301483920800008,0.06357621996836693,0.1334485975097521,0.01154458743524428
Insight Infra Development,PT,117,2.080122579715806,0.03851820104118719,0.03339370422397007,-0.003408084961885723,0.02428726782800017,0.04282360627446624,-0.7663680804918949,0.004310086914013359
PNM Dana Sejahtera II,PT,249,1.609252833664637,0.06789040937454371,0.02419727566617446,-0.05710479148737152,0.02326118173999991,0.06262280180315849,3.082083648407213,0.01004150689301858
Victoria Fixed Income,PT,38,2.252634160476056,0.1121505501908335,0.003006293113644638,-0.002402641608901272,0.01723588671913556,0.04938920372017286,1.361540297733699,0.01029952711289243
Cipta Bond,PT,138,2.78860103032277,0.1034931233204648,0.006440493626138226,-0.004778681357491994,0.02343985390164982,0.05165731268506679,0.7797635234265564,0.009603096604576328
BRI Melati Pendapatan Tetap Multi Plus,PT,115,2.24689172144493,0.1098814504893717,0.00671066591004351,-0.0008180261332217664,0.02669259651200018,0.05319027310531621,0.7990204283547393,0.01299785470601707
Maybank Dana Obligasi Negara,PT,62,1.70997443887267,0.1227939050428726,0.009523947478370806,-0.03330109657505977,0.03471720770600006,0.06595068510813484,0.7801028463081835,0.01124064911907911
Manulife Obligasi Negara Indonesia II Kelas Income 1,PT,68,2.515118024854707,0.006010861003463477,0.01865958160330859,-0.05087603521157841,0.03209130259999982,0.06504411764446139,0.4278223301336206,0.01281753598228391
Anargya Supergrowth,PT,48,3.317394220208381,0.09567576210114828,0.003230174696453798,-0.002541715050333765,0.01811446184316456,0.06212276741520228,3.669088917857747,0.02386294428106287
Schroder Dana Mantap Plus II,PT,228,1.364290269978991,0.08377269302136905,0.02546032544018035,-0.0311202786178763,0.03159757641500005,0.06390343035799662,-3.441568742489579,0.0133878564451829
Mandiri Obligasi Utama Sejahtera,PT,41,1.9767764295481,-0.01174820283405019,0.003550279828216156,-0.002038865288611919,0.0168058842037131,0.03397095960796825,-2.422797525044172,0.005807154407581398
Manulife Pendapatan Bulanan II,PT,204,2.47988937285287,-0.0081094855953169,0.004294160393078643,-0.03974381208477172,0.01890531791999983,0.04779890219194871,-0.1616652238736973,0.005234745790586539
Mandiri Investa Dana Utama Kelas A,PT,221,2.518191234769281,0.007223929032120591,0.003443663381643329,-0.04202520910615637,0.0163846563200003,0.04614483183770202,0.4180108050077626,0.006223021136352669
Bahana Obligasi Ganesha Kelas D,PT,61,2.078890755752436,0.03794848552485951,0.00208871861501192,-0.04506754248743044,0.0162741351279998,0.04716081368042735,0.8683539914273083,0.004637078821844632
Insight Government Fund,PT,113,3.156756070766891,0.04965732772909805,0.01404215686765058,-0.008860425547957195,0.03832324971199985,0.05224762876649591,-0.8494419251706082,0.01032220291487592
BNP Paribas Obligasi Kejora,PT,54,2.231315524023243,0.1036677787308905,0.008079389023505884,-0.005178004265644222,0.02723074296037398,0.055746465573427,-1.626418408189473,0.01155935146475417
BNI AM Dana Pendapatan Tetap Makara Investasi,PT,109,1.630273088283027,0.07990875223256494,0.005883375028582212,-0.04611181768713193,0.01830800810399991,0.05134406612478526,0.94220163250724,0.004717433893514836
Bahana Obligasi Ganesha Kelas I,PT,38,2.078890755752436,0.03794848552485951,0.004529016552116813,-0.00505876412097399,0.01971390773600001,0.03980216432945038,-1.951940567845126,0.004863854793268401
Tram Strategic Plus Kelas A,PT,171,3.558465846297185,0.1569400608069079,0.005293502305842394,-0.003678324261880275,0.02147720423674437,0.05602386754044963,0.9085251249776811,0.01020651840406608
Avrist Ada Obligasi Berlian,PT,72,2.065502755025753,0.0317127415426453,0.0225990289358516,-0.03504998698852523,0.02957273216000011,0.05421045911922562,-0.3236642523636806,0.01063148586410063
